pressure,temperature,vibration,volume_flow,Motor_power,valve_condition
158.55,44.15,0.61,6.33,2496.54,73
158.55,44.11,0.61,6.33,2495.83,73
158.55,44.09,0.61,6.33,2496.74,73
158.55,44.1,0.61,6.33,2497.68,73
158.55,44.1,0.61,6.33,2495.46,73
158.56,44.1,0.61,6.33,2490.49,73
158.44,44.09,0.61,6.36,2489.71,80
158.45,44.11,0.61,6.36,2489.79,80
158.46,44.1,0.62,6.35,2490.08,80
158.45,44.07,0.62,6.35,2491.65,80
158.46,44.08,0.62,6.36,2491.45,80
158.46,44.1,0.63,6.37,2491.82,80
158.46,44.12,0.62,6.36,2493.96,80
158.45,44.12,0.62,6.36,2493.0,80
158.45,44.16,0.61,6.37,2492.58,80
158.46,44.15,0.62,6.37,2490.44,80
158.38,44.17,0.62,6.37,2489.33,90
158.38,44.18,0.61,6.37,2489.89,90
158.39,44.15,0.61,6.37,2491.75,90
158.38,44.13,0.61,6.37,2491.51,90
158.38,44.12,0.6,6.38,2493.64,90
158.41,44.15,0.61,6.37,2494.46,90
158.41,44.13,0.61,6.37,2494.55,90
158.38,44.11,0.61,6.37,2490.49,90
158.4,44.11,0.61,6.37,2490.83,90
158.39,44.12,0.61,6.37,2490.59,90
158.35,44.12,0.61,6.36,2490.79,100
158.38,44.13,0.62,6.37,2496.11,100
158.33,44.14,0.62,6.38,2496.42,100
158.35,44.13,0.62,6.37,2486.4,100
158.35,44.13,0.61,6.37,2484.16,100
158.32,44.11,0.61,6.37,2483.63,100
158.32,44.11,0.62,6.36,2483.99,100
158.32,44.11,0.61,6.36,2485.44,100
158.31,44.12,0.61,6.36,2485.64,100
158.3,44.13,0.61,6.36,2486.86,100
158.55,44.11,0.62,6.46,2477.36,100
158.77,44.11,0.61,6.42,2477.82,73
158.79,44.12,0.62,6.42,2479.02,73
158.8,44.11,0.62,6.43,2479.84,73
158.79,44.1,0.61,6.43,2479.98,73
158.81,44.11,0.61,6.43,2480.6,73
158.82,44.15,0.61,6.43,2481.44,73
158.81,44.14,0.62,6.44,2479.6,73
158.81,44.11,0.62,6.43,2472.9,73
158.84,44.08,0.62,6.43,2476.88,73
158.85,44.08,0.62,6.43,2478.63,73
158.73,44.05,0.62,6.46,2476.72,80
158.74,44.08,0.61,6.46,2479.19,80
158.72,44.09,0.61,6.46,2475.97,80
158.73,44.05,0.61,6.46,2476.08,80
158.73,44.05,0.61,6.46,2475.53,80
158.76,44.03,0.6,6.45,2475.64,80
158.75,44.04,0.61,6.46,2476.93,80
158.73,44.05,0.62,6.46,2477.31,80
158.75,44.06,0.61,6.46,2478.8,80
158.75,44.06,0.62,6.46,2479.88,80
158.71,44.05,0.62,6.47,2480.14,90
158.68,44.06,0.62,6.47,2480.42,90
158.66,44.09,0.62,6.48,2480.92,90
158.66,44.09,0.62,6.47,2479.29,90
158.68,44.09,0.62,6.48,2479.31,90
158.68,44.05,0.62,6.48,2479.29,90
158.67,44.08,0.62,6.48,2479.82,90
158.69,44.06,0.61,6.48,2478.58,90
158.71,44.08,0.61,6.47,2477.37,90
158.69,44.09,0.61,6.47,2478.53,90
158.66,44.1,0.61,6.47,2476.08,100
158.66,44.08,0.61,6.47,2474.12,100
158.65,44.08,0.6,6.47,2473.95,100
158.64,44.08,0.61,6.46,2474.43,100
158.64,44.09,0.61,6.47,2474.99,100
158.64,44.1,0.61,6.47,2475.56,100
158.64,44.08,0.61,6.47,2475.5,100
158.64,44.1,0.61,6.46,2474.59,100
158.6,44.13,0.62,6.46,2470.75,100
158.61,44.13,0.62,6.46,2474.67,100
158.99,44.13,0.61,6.67,2464.9,100
159.23,44.18,0.61,6.63,2470.17,73
159.21,44.21,0.61,6.63,2472.59,73
159.22,44.24,0.61,6.64,2470.01,73
159.24,44.26,0.6,6.63,2467.77,73
159.22,44.29,0.61,6.63,2466.62,73
159.23,44.28,0.61,6.62,2468.1,73
159.22,44.29,0.61,6.62,2468.24,73
159.21,44.32,0.62,6.63,2468.0,73
159.22,44.33,0.61,6.62,2468.02,73
159.2,44.32,0.62,6.64,2469.48,73
159.11,44.34,0.61,6.66,2467.31,80
159.1,44.35,0.62,6.66,2464.28,80
159.11,44.35,0.62,6.66,2464.7,80
159.11,44.34,0.61,6.66,2464.95,80
159.13,44.35,0.62,6.67,2463.19,80
159.12,44.34,0.62,6.66,2462.4,80
159.11,44.34,0.62,6.67,2460.72,80
159.12,44.31,0.61,6.67,2461.13,80
159.13,44.29,0.61,6.66,2460.63,80
159.1,44.32,0.61,6.66,2460.24,80
159.03,44.31,0.62,6.67,2457.72,90
159.06,44.3,0.61,6.67,2459.35,90
159.06,44.32,0.61,6.68,2463.19,90
159.05,44.32,0.6,6.67,2464.49,90
159.04,44.35,0.61,6.67,2463.76,90
159.03,44.35,0.6,6.67,2464.69,90
159.03,44.38,0.6,6.67,2465.68,90
159.03,44.38,0.6,6.67,2466.12,90
159.04,44.37,0.61,6.67,2466.06,90
159.04,44.38,0.6,6.68,2463.78,90
158.97,44.38,0.6,6.67,2463.83,100
158.99,44.39,0.6,6.67,2464.31,100
159.01,44.39,0.6,6.67,2464.45,100
158.99,44.37,0.61,6.67,2463.9,100
158.97,44.38,0.62,6.67,2458.63,100
158.98,44.39,0.61,6.67,2456.83,100
158.97,44.4,0.61,6.66,2457.33,100
159.0,44.36,0.61,6.66,2458.58,100
159.01,44.37,0.61,6.66,2460.07,100
159.01,44.35,0.59,6.67,2461.67,100
158.94,44.32,0.6,6.66,2468.58,100
159.0,44.32,0.6,6.66,2468.93,100
158.99,44.33,0.6,6.66,2468.52,100
158.99,44.33,0.61,6.66,2465.86,100
158.97,44.34,0.61,6.66,2462.61,100
158.99,44.33,0.61,6.66,2457.26,100
158.98,44.31,0.61,6.66,2456.44,100
158.98,44.31,0.6,6.66,2457.67,100
158.99,44.31,0.61,6.67,2461.99,100
158.99,44.3,0.61,6.66,2463.65,100
158.4,44.28,0.61,6.38,2492.5,100
158.59,44.16,0.61,6.33,2490.8,73
158.59,44.11,0.61,6.33,2490.56,73
158.61,44.07,0.62,6.33,2489.78,73
158.61,44.05,0.61,6.33,2489.37,73
158.59,44.03,0.61,6.33,2488.62,73
158.61,44.01,0.61,6.32,2489.01,73
158.6,44.02,0.61,6.32,2488.5,73
158.59,44.03,0.61,6.32,2488.64,73
158.6,44.02,0.6,6.32,2488.47,73
158.59,44.04,0.6,6.33,2486.61,73
158.52,44.05,0.61,6.36,2485.51,80
158.51,44.06,0.6,6.35,2484.96,80
158.51,44.06,0.61,6.36,2483.65,80
158.49,44.03,0.61,6.35,2484.06,80
158.47,44.02,0.61,6.36,2482.93,80
158.48,44.04,0.6,6.35,2483.36,80
158.5,44.07,0.61,6.34,2485.34,80
158.5,44.05,0.61,6.36,2481.5,80
158.51,44.05,0.62,6.34,2480.55,80
158.52,44.08,0.62,6.35,2485.22,80
158.47,44.11,0.62,6.36,2485.71,90
158.44,44.08,0.61,6.36,2481.32,90
158.45,44.05,0.62,6.36,2483.44,90
158.44,44.05,0.62,6.36,2481.4,90
158.46,44.0,0.62,6.36,2481.59,90
158.44,44.0,0.62,6.36,2482.91,90
158.46,44.03,0.62,6.36,2481.87,90
158.45,44.04,0.61,6.35,2483.3,90
158.46,44.02,0.62,6.37,2482.51,90
158.45,44.03,0.61,6.36,2480.43,90
158.41,44.05,0.62,6.36,2480.76,100
158.41,44.05,0.62,6.36,2480.46,100
158.4,44.06,0.61,6.37,2482.37,100
158.4,44.08,0.61,6.37,2482.15,100
158.36,44.07,0.61,6.36,2481.46,100
158.36,44.08,0.62,6.36,2480.21,100
158.37,44.07,0.62,6.36,2480.68,100
158.37,44.06,0.62,6.37,2481.22,100
158.36,44.08,0.61,6.36,2482.46,100
158.36,44.07,0.61,6.35,2480.93,100
158.61,44.08,0.62,6.45,2470.73,100
158.84,44.09,0.61,6.41,2471.62,73
158.85,44.09,0.61,6.41,2470.79,73
158.85,44.07,0.61,6.41,2472.32,73
158.82,44.09,0.61,6.42,2470.88,73
158.85,44.09,0.61,6.41,2470.55,73
158.87,44.08,0.61,6.41,2470.47,73
158.85,44.05,0.61,6.42,2470.08,73
158.86,44.04,0.61,6.42,2469.71,73
158.86,44.05,0.61,6.42,2467.92,73
158.88,44.06,0.62,6.42,2467.5,73
158.77,44.07,0.6,6.45,2468.28,80
158.77,44.08,0.6,6.45,2467.32,80
158.79,44.08,0.6,6.44,2467.53,80
158.75,44.09,0.62,6.45,2467.81,80
158.79,44.08,0.61,6.43,2469.21,80
158.77,44.05,0.62,6.43,2466.9,80
158.78,44.05,0.61,6.44,2467.83,80
158.79,44.09,0.61,6.44,2469.03,80
158.74,44.09,0.61,6.45,2467.23,80
158.77,44.07,0.62,6.44,2471.16,80
158.72,44.07,0.62,6.45,2471.28,90
158.71,44.07,0.61,6.45,2468.63,90
158.7,44.08,0.62,6.46,2470.21,90
158.69,44.09,0.61,6.46,2470.55,90
158.69,44.12,0.61,6.45,2471.19,90
158.7,44.14,0.62,6.46,2471.55,90
158.68,44.14,0.62,6.47,2470.32,90
158.7,44.16,0.61,6.46,2467.65,90
158.68,44.17,0.61,6.46,2466.91,90
158.68,44.18,0.61,6.47,2467.66,90
158.64,44.17,0.61,6.46,2467.76,100
158.65,44.16,0.61,6.46,2467.71,100
158.65,44.16,0.61,6.46,2467.84,100
158.66,44.16,0.61,6.45,2469.15,100
158.64,44.18,0.6,6.45,2466.53,100
158.66,44.2,0.6,6.45,2465.93,100
158.63,44.21,0.6,6.45,2465.4,100
158.64,44.22,0.61,6.45,2465.22,100
158.63,44.21,0.61,6.46,2467.63,100
158.64,44.23,0.62,6.45,2467.45,100
159.04,44.26,0.61,6.66,2458.11,100
159.25,44.28,0.61,6.62,2459.63,73
159.24,44.33,0.61,6.62,2457.47,73
159.24,44.38,0.61,6.62,2457.21,73
159.24,44.38,0.62,6.62,2459.26,73
159.24,44.38,0.61,6.62,2459.4,73
159.2,44.41,0.61,6.63,2458.77,73
159.2,44.43,0.61,6.62,2457.39,73
159.21,44.47,0.61,6.62,2457.6,73
159.23,44.5,0.6,6.62,2458.57,73
159.21,44.51,0.61,6.62,2457.4,73
159.09,44.51,0.62,6.65,2453.31,80
159.13,44.49,0.62,6.63,2453.68,80
159.12,44.53,0.61,6.62,2452.3,80
159.12,44.52,0.7,6.64,2466.67,80
159.13,44.46,0.61,6.65,2467.03,80
159.12,44.44,0.61,6.65,2466.69,80
159.13,44.48,0.6,6.64,2466.29,80
159.14,44.5,0.6,6.64,2467.08,80
159.14,44.52,0.6,6.64,2468.37,80
159.11,44.53,0.6,6.66,2467.78,80
159.07,44.52,0.61,6.66,2469.31,90
159.04,44.55,0.6,6.67,2470.62,90
159.05,44.56,0.59,6.66,2470.21,90
159.04,44.58,0.59,6.66,2469.13,90
159.03,44.59,0.6,6.67,2468.34,90
159.04,44.6,0.6,6.66,2468.46,90
159.04,44.62,0.6,6.66,2468.47,90
159.03,44.65,0.59,6.65,2469.14,90
159.04,44.64,0.6,6.67,2470.41,90
159.01,44.67,0.59,6.66,2468.61,90
159.0,44.7,0.6,6.66,2466.21,100
158.96,44.69,0.6,6.66,2465.49,100
158.97,44.69,0.59,6.66,2462.71,100
158.95,44.72,0.6,6.66,2460.07,100
158.96,44.75,0.6,6.66,2460.05,100
158.97,44.75,0.61,6.67,2457.96,100
158.97,44.77,0.6,6.66,2457.8,100
158.95,44.79,0.59,6.66,2458.93,100
158.96,44.79,0.6,6.66,2460.09,100
158.96,44.82,0.6,6.66,2460.67,100
159.01,44.67,0.62,6.66,2465.3,100
159.29,43.33,0.61,6.67,2476.71,100
159.55,41.87,0.61,6.67,2489.08,100
159.72,40.89,0.61,6.66,2497.68,100
159.87,40.12,0.6,6.68,2504.22,100
159.99,39.46,0.59,6.67,2514.34,100
160.1,38.9,0.59,6.67,2513.88,100
160.17,38.44,0.58,6.68,2518.24,100
160.28,38.05,0.58,6.69,2521.8,100
160.34,37.7,0.58,6.67,2522.14,100
160.4,37.43,0.57,6.67,2527.91,100
160.47,37.18,0.57,6.67,2530.43,100
160.51,36.95,0.57,6.69,2532.19,100
160.57,36.75,0.57,6.68,2534.38,100
160.6,36.6,0.57,6.67,2536.03,100
160.64,36.45,0.56,6.7,2539.38,100
160.68,36.32,0.57,6.68,2539.84,100
160.72,36.21,0.56,6.68,2541.07,100
160.74,36.13,0.56,6.7,2542.72,100
160.75,36.06,0.57,6.68,2542.14,100
160.78,35.98,0.56,6.69,2542.96,100
160.83,35.91,0.56,6.68,2543.83,100
160.84,35.87,0.56,6.68,2544.26,100
160.84,35.8,0.56,6.7,2546.36,100
160.87,35.75,0.56,6.7,2548.25,100
160.89,35.72,0.56,6.68,2547.73,100
160.92,35.69,0.56,6.69,2542.41,100
160.93,35.65,0.56,6.7,2543.04,100
160.95,35.61,0.57,6.68,2542.45,100
160.91,35.59,0.57,6.68,2541.45,100
160.94,35.56,0.56,6.68,2541.59,100
160.94,35.53,0.56,6.68,2541.51,100
160.96,35.53,0.56,6.68,2542.29,100
160.98,35.52,0.56,6.68,2542.8,100
160.96,35.5,0.56,6.69,2541.5,100
160.97,35.5,0.56,6.69,2541.16,100
160.97,35.49,0.56,6.68,2545.46,100
160.98,35.48,0.56,6.68,2544.65,100
160.99,35.48,0.56,6.69,2545.73,100
160.99,35.46,0.56,6.7,2545.0,100
161.0,35.45,0.56,6.68,2546.01,100
160.99,35.45,0.56,6.69,2545.66,100
160.98,35.44,0.56,6.68,2545.54,100
161.01,35.43,0.56,6.68,2545.86,100
160.98,35.44,0.56,6.69,2544.58,100
161.0,35.43,0.56,6.68,2543.64,100
160.98,35.43,0.56,6.7,2545.22,100
161.0,35.44,0.55,6.69,2545.97,100
161.01,35.43,0.56,6.7,2547.1,100
161.01,35.44,0.56,6.67,2545.56,100
161.0,35.43,0.56,6.68,2545.43,100
161.0,35.45,0.56,6.7,2545.17,100
160.99,35.45,0.55,6.69,2543.78,100
161.0,35.44,0.56,6.7,2543.61,100
161.0,35.44,0.57,6.69,2543.84,100
160.99,35.44,0.56,6.7,2544.73,100
161.02,35.43,0.56,6.69,2545.02,100
161.0,35.42,0.57,6.7,2541.96,100
161.0,35.41,0.56,6.69,2542.48,100
161.02,35.41,0.57,6.69,2539.42,100
161.03,35.41,0.56,6.68,2541.79,100
161.03,35.42,0.56,6.68,2543.01,100
161.04,35.41,0.56,6.69,2542.4,100
161.04,35.41,0.56,6.68,2540.11,100
161.03,35.4,0.56,6.7,2540.17,100
161.04,35.39,0.57,6.69,2541.84,100
161.02,35.39,0.57,6.68,2543.34,100
161.04,35.39,0.58,6.68,2542.86,100
161.03,35.4,0.57,6.68,2540.97,100
161.02,35.38,0.56,6.69,2540.71,100
161.02,35.41,0.56,6.7,2545.78,100
161.03,35.4,0.56,6.69,2546.69,100
161.04,35.4,0.57,6.68,2545.79,100
161.04,35.4,0.56,6.7,2543.77,100
161.03,35.4,0.56,6.7,2543.91,100
161.02,35.41,0.57,6.69,2544.22,100
161.03,35.42,0.56,6.68,2543.44,100
161.04,35.41,0.56,6.68,2544.03,100
161.03,35.41,0.56,6.69,2543.6,100
161.02,35.41,0.56,6.68,2543.86,100
161.02,35.41,0.56,6.7,2545.9,100
161.02,35.41,0.56,6.69,2544.18,100
161.02,35.42,0.56,6.7,2543.45,100
161.04,35.42,0.57,6.69,2544.88,100
161.03,35.43,0.56,6.69,2545.22,100
161.02,35.44,0.56,6.7,2544.82,100
161.03,35.44,0.56,6.68,2544.82,100
161.04,35.43,0.56,6.7,2544.09,100
161.02,35.44,0.56,6.69,2544.76,100
161.05,35.44,0.56,6.68,2544.8,100
161.01,35.44,0.56,6.69,2543.51,100
161.01,35.45,0.56,6.69,2544.97,100
161.03,35.47,0.56,6.68,2545.65,100
161.02,35.47,0.56,6.68,2544.21,100
161.01,35.47,0.56,6.69,2545.17,100
161.02,35.47,0.56,6.7,2547.03,100
161.03,35.48,0.56,6.68,2545.9,100
161.02,35.5,0.56,6.7,2545.6,100
161.04,35.5,0.57,6.69,2543.98,100
161.04,35.51,0.56,6.7,2543.39,100
161.01,35.52,0.56,6.7,2544.56,100
161.01,35.52,0.56,6.69,2545.34,100
161.0,35.52,0.56,6.7,2544.47,100
161.02,35.53,0.56,6.69,2544.66,100
161.03,35.53,0.57,6.68,2545.2,100
161.02,35.53,0.57,6.69,2542.67,100
161.02,35.55,0.56,6.69,2544.02,100
161.0,35.55,0.56,6.67,2544.2,100
161.01,35.56,0.56,6.7,2541.92,100
161.03,35.55,0.56,6.7,2541.64,100
161.03,35.55,0.56,6.69,2542.01,100
161.03,35.54,0.56,6.69,2541.3,100
161.03,35.54,0.56,6.68,2541.09,100
161.02,35.55,0.57,6.69,2542.2,100
161.02,35.54,0.56,6.68,2542.78,100
161.04,35.54,0.57,6.7,2541.16,100
161.03,35.54,0.57,6.68,2542.93,100
161.03,35.54,0.57,6.68,2542.01,100
161.01,35.54,0.56,6.69,2540.39,100
160.99,35.54,0.56,6.68,2540.36,100
161.01,35.53,0.56,6.68,2540.1,100
161.01,35.53,0.56,6.7,2539.9,100
161.01,35.53,0.55,6.68,2540.42,100
161.02,35.52,0.55,6.69,2541.68,100
161.03,35.51,0.56,6.7,2541.29,100
161.02,35.5,0.56,6.69,2542.31,100
161.03,35.5,0.56,6.68,2541.88,100
161.02,35.49,0.56,6.7,2540.37,100
161.03,35.48,0.56,6.68,2540.88,100
161.02,35.48,0.56,6.7,2540.83,100
161.05,35.48,0.56,6.68,2540.38,100
161.04,35.48,0.56,6.69,2540.41,100
161.03,35.47,0.56,6.68,2540.65,100
161.03,35.48,0.56,6.7,2541.04,100
161.04,35.47,0.56,6.69,2543.89,100
161.03,35.48,0.56,6.68,2547.27,100
161.02,35.48,0.56,6.7,2544.23,100
161.01,35.49,0.55,6.68,2543.06,100
161.01,35.48,0.55,6.69,2543.59,100
161.02,35.47,0.55,6.69,2544.13,100
161.03,35.47,0.56,6.69,2544.6,100
161.02,35.48,0.55,6.7,2544.9,100
161.04,35.48,0.55,6.71,2546.75,100
161.06,35.47,0.55,6.7,2547.86,100
161.06,35.47,0.57,6.69,2548.71,100
161.04,35.48,0.56,6.7,2548.18,100
161.06,35.47,0.56,6.68,2548.36,100
161.04,35.47,0.55,6.69,2548.94,100
161.03,35.48,0.56,6.69,2547.93,100
161.04,35.48,0.56,6.68,2547.07,100
161.04,35.47,0.56,6.68,2549.51,100
161.05,35.46,0.56,6.7,2549.88,100
161.07,35.47,0.56,6.69,2548.12,100
161.05,35.46,0.56,6.7,2549.27,100
161.03,35.46,0.55,6.69,2548.51,100
161.06,35.45,0.55,6.69,2543.01,100
161.07,35.45,0.56,6.69,2545.16,100
161.05,35.46,0.55,6.69,2543.86,100
161.05,35.45,0.56,6.69,2543.85,100
161.03,35.44,0.56,6.69,2544.01,100
161.03,35.44,0.56,6.7,2545.37,100
161.04,35.44,0.55,6.68,2544.57,100
161.04,35.43,0.56,6.68,2544.5,100
161.03,35.43,0.55,6.69,2543.04,100
161.04,35.44,0.55,6.7,2543.87,100
161.04,35.43,0.55,6.69,2547.35,100
161.04,35.42,0.55,6.69,2547.86,100
161.06,35.42,0.55,6.7,2547.45,100
161.03,35.41,0.54,6.69,2547.77,100
161.05,35.4,0.54,6.7,2549.07,100
161.05,35.41,0.54,6.68,2549.73,100
161.05,35.41,0.55,6.69,2548.59,100
161.04,35.4,0.55,6.69,2547.35,100
161.06,35.42,0.54,6.69,2548.37,100
161.06,35.42,0.55,6.69,2547.47,100
161.06,35.42,0.55,6.68,2547.8,100
161.06,35.43,0.55,6.7,2545.87,100
161.05,35.42,0.55,6.7,2547.75,100
161.06,35.42,0.55,6.69,2549.3,100
161.05,35.43,0.56,6.7,2548.84,100
161.06,35.43,0.55,6.7,2550.0,100
161.05,35.44,0.55,6.69,2547.79,100
161.05,35.44,0.55,6.7,2547.73,100
161.03,35.45,0.56,6.7,2543.82,100
161.04,35.46,0.56,6.7,2543.81,100
161.03,35.48,0.55,6.7,2544.41,100
161.03,35.5,0.56,6.7,2545.07,100
161.04,35.51,0.55,6.7,2544.63,100
161.04,35.51,0.56,6.69,2542.19,100
161.05,35.51,0.56,6.69,2542.09,100
161.04,35.52,0.56,6.68,2542.71,100
161.05,35.53,0.56,6.68,2540.64,100
161.05,35.53,0.56,6.7,2541.33,100
161.04,35.54,0.55,6.68,2541.59,100
161.05,35.54,0.55,6.7,2541.36,100
161.03,35.54,0.55,6.7,2543.02,100
161.04,35.54,0.55,6.68,2545.9,100
161.03,35.55,0.54,6.69,2545.56,100
161.02,35.55,0.54,6.68,2545.04,100
161.02,35.57,0.54,6.69,2546.8,100
161.16,35.54,0.54,6.7,2555.56,100
161.18,35.56,0.54,6.7,2551.3,100
161.16,35.57,0.55,6.69,2548.8,100
161.14,35.58,0.54,6.71,2552.35,100
161.16,35.59,0.55,6.71,2550.89,100
161.17,35.6,0.55,6.71,2550.3,100
161.15,35.59,0.55,6.72,2550.23,100
161.15,35.61,0.55,6.7,2549.71,100
161.16,35.62,0.55,6.72,2549.26,100
161.13,35.65,0.55,6.71,2551.58,100
160.48,35.63,0.55,6.45,2578.01,100
160.71,35.6,0.55,6.39,2579.74,73
160.71,35.59,0.55,6.4,2577.75,73
160.71,35.57,0.54,6.4,2577.59,73
160.68,35.58,0.55,6.4,2577.95,73
160.7,35.57,0.54,6.39,2578.33,73
160.7,35.58,0.55,6.39,2578.44,73
160.7,35.62,0.56,6.39,2577.22,73
160.7,35.63,0.55,6.39,2579.29,73
160.67,35.64,0.55,6.39,2582.47,73
160.67,35.65,0.55,6.39,2579.52,73
160.56,35.65,0.55,6.42,2579.8,80
160.57,35.67,0.55,6.42,2578.38,80
160.58,35.66,0.55,6.42,2577.61,80
160.6,35.66,0.55,6.42,2579.87,80
160.58,35.66,0.54,6.42,2578.41,80
160.58,35.66,0.55,6.42,2579.21,80
160.58,35.67,0.54,6.42,2578.68,80
160.55,35.67,0.54,6.41,2579.91,80
160.57,35.68,0.55,6.41,2577.13,80
160.56,35.68,0.55,6.42,2577.81,80
160.51,35.69,0.54,6.43,2579.29,90
160.49,35.69,0.54,6.43,2579.49,90
160.49,35.69,0.54,6.43,2578.33,90
160.51,35.71,0.54,6.43,2578.8,90
160.5,35.71,0.54,6.43,2577.75,90
160.5,35.7,0.53,6.43,2576.7,90
160.49,35.7,0.54,6.43,2575.1,90
160.48,35.71,0.54,6.42,2573.86,90
160.49,35.71,0.54,6.43,2576.84,90
160.51,35.71,0.53,6.43,2580.28,90
160.45,35.72,0.54,6.44,2581.37,100
160.43,35.72,0.53,6.43,2580.62,100
160.43,35.74,0.53,6.43,2580.14,100
160.44,35.74,0.53,6.43,2576.88,100
160.43,35.74,0.54,6.42,2572.74,100
160.45,35.74,0.53,6.43,2575.15,100
160.45,35.75,0.54,6.43,2575.35,100
160.46,35.75,0.54,6.44,2575.09,100
160.44,35.76,0.54,6.43,2574.9,100
160.43,35.78,0.54,6.43,2574.8,100
160.67,35.79,0.54,6.53,2564.4,100
160.92,35.8,0.54,6.48,2569.77,73
160.92,35.81,0.53,6.48,2567.65,73
160.92,35.83,0.53,6.49,2569.27,73
160.9,35.85,0.53,6.49,2571.17,73
160.91,35.86,0.54,6.48,2570.47,73
160.89,35.87,0.54,6.49,2567.73,73
160.91,35.88,0.54,6.48,2564.99,73
160.89,35.89,0.53,6.49,2566.17,73
160.91,35.89,0.64,6.48,2568.57,73
160.93,35.86,0.53,6.49,2569.22,73
160.8,35.87,0.53,6.51,2568.77,80
160.8,35.87,0.54,6.51,2555.2,80
160.79,35.88,0.54,6.5,2553.89,80
160.79,35.89,0.53,6.51,2554.6,80
160.78,35.9,0.54,6.51,2554.01,80
160.77,35.9,0.54,6.5,2553.74,80
160.78,35.91,0.55,6.51,2552.63,80
160.77,35.91,0.54,6.51,2552.13,80
160.78,35.92,0.55,6.51,2553.73,80
160.79,35.94,0.54,6.51,2553.87,80
160.72,35.94,0.54,6.53,2551.25,90
160.7,35.95,0.55,6.53,2552.06,90
160.66,35.94,0.55,6.53,2550.61,90
160.69,35.94,0.54,6.52,2550.9,90
160.69,35.94,0.54,6.52,2550.55,90
160.68,35.96,0.54,6.52,2550.52,90
160.68,35.96,0.55,6.52,2550.78,90
160.68,35.97,0.54,6.52,2550.21,90
160.69,35.96,0.55,6.52,2551.26,90
160.7,35.97,0.55,6.52,2551.43,90
160.63,35.96,0.55,6.53,2550.93,100
160.65,35.97,0.55,6.53,2551.79,100
160.66,35.98,0.55,6.54,2554.03,100
160.65,35.97,0.55,6.52,2551.46,100
160.62,35.99,0.55,6.51,2547.9,100
160.62,35.98,0.55,6.52,2550.03,100
160.62,35.99,0.56,6.53,2549.84,100
160.61,35.98,0.55,6.52,2549.52,100
160.62,36.01,0.55,6.53,2548.89,100
160.65,36.01,0.55,6.52,2550.28,100
161.03,36.03,0.55,6.71,2540.36,100
161.27,36.03,0.54,6.67,2541.65,73
161.28,36.05,0.56,6.66,2539.28,73
161.27,36.08,0.55,6.66,2538.19,73
161.27,36.09,0.55,6.66,2537.93,73
161.26,36.11,0.55,6.67,2537.69,73
161.26,36.12,0.55,6.66,2536.9,73
161.27,36.12,0.56,6.67,2536.99,73
161.27,36.12,0.54,6.66,2538.9,73
161.26,36.14,0.55,6.67,2538.78,73
161.27,36.15,0.56,6.66,2539.63,73
161.17,36.17,0.55,6.7,2537.54,80
161.15,36.16,0.55,6.69,2536.7,80
161.16,36.17,0.55,6.7,2536.43,80
161.18,36.18,0.56,6.7,2535.33,80
161.16,36.18,0.56,6.69,2534.45,80
161.18,36.19,0.55,6.69,2535.41,80
161.18,36.19,0.55,6.69,2537.55,80
161.17,36.19,0.55,6.69,2540.12,80
161.17,36.21,0.55,6.69,2542.29,80
161.14,36.2,0.55,6.69,2544.11,80
161.06,36.23,0.54,6.71,2542.3,90
161.08,36.23,0.55,6.71,2542.72,90
161.07,36.24,0.55,6.71,2540.28,90
161.06,36.24,0.55,6.71,2537.94,90
161.06,36.23,0.55,6.71,2538.44,90
161.04,36.23,0.56,6.71,2538.86,90
161.06,36.24,0.55,6.71,2537.15,90
161.06,36.23,0.54,6.71,2538.27,90
161.05,36.21,0.55,6.7,2537.71,90
161.06,36.24,0.55,6.71,2538.38,90
161.01,36.26,0.55,6.7,2539.07,100
161.01,36.26,0.56,6.72,2536.77,100
161.0,36.26,0.55,6.71,2533.85,100
161.0,36.26,0.55,6.71,2532.31,100
161.0,36.27,0.56,6.72,2531.44,100
160.98,36.29,0.55,6.69,2531.4,100
161.0,36.3,0.56,6.7,2530.35,100
160.99,36.31,0.56,6.71,2531.13,100
161.01,36.3,0.55,6.7,2535.17,100
161.01,36.31,0.55,6.71,2536.42,100
160.86,36.26,0.54,6.71,2538.8,100
160.91,36.27,0.54,6.7,2537.99,100
160.89,36.28,0.55,6.69,2535.23,100
160.91,36.28,0.55,6.69,2532.99,100
160.9,36.28,0.55,6.7,2532.94,100
160.88,36.3,0.55,6.69,2535.33,100
160.91,36.29,0.55,6.69,2535.31,100
160.91,36.29,0.54,6.7,2536.99,100
160.91,36.3,0.55,6.69,2537.9,100
160.89,36.32,0.54,6.7,2536.76,100
160.26,36.3,0.54,6.43,2561.44,100
160.43,36.26,0.55,6.39,2564.14,73
160.45,36.24,0.54,6.38,2563.95,73
160.45,36.21,0.55,6.38,2564.46,73
160.45,36.19,0.55,6.38,2561.48,73
160.44,36.19,0.55,6.38,2560.5,73
160.45,36.19,0.55,6.37,2560.48,73
160.46,36.19,0.55,6.37,2560.0,73
160.45,36.19,0.55,6.38,2560.24,73
160.43,36.19,0.55,6.38,2560.04,73
160.45,36.22,0.54,6.38,2560.17,73
160.34,36.23,0.54,6.4,2558.83,80
160.32,36.23,0.55,6.41,2558.59,80
